Tag	Activated B cell	Activated CD4 T cell	Activated CD8 T cell	Central memory CD4 T cell	Central memory CD8 T cell	Effector memeory CD4 T cell	Effector memeory CD8 T cell	Gamma delta T cell	Immature  B cell	Memory B cell	Regulatory T cell	T follicular helper cell	Type 1 T helper cell	Type 17 T helper cell	Type 2 T helper cell	Activated dendritic cell	CD56bright natural killer cell	CD56dim natural killer cell	Eosinophil	Immature dendritic cell	Macrophage	Mast cell	MDSC	Monocyte	Natural killer cell	Natural killer T cell	Neutrophil	Plasmacytoid dendritic cell
TCGA-BR-4256-01	-0.122478991546078	0.36567871166835	0.386416014932173	0.521988175511316	0.484505968832217	0.238906083263996	0.281748529964009	0.364694627556107	0.128523740798154	0.117052091614725	0.415413970616426	0.203156161609485	0.244252289632299	-0.00369521885747735	0.184418459944761	0.304528115955018	0.238378014776173	0.30794946899028	0.0256589719140146	0.390368454585382	0.191883597312587	0.352963340105912	0.532807713123866	0.389541347972155	0.361547022897846	0.195495550793304	0.0724630776877843	0.382138171123896
TCGA-BR-4257-01	-0.234760387251902	0.304639023325139	0.328436476854354	0.526587711086363	0.430264069949597	0.186313981741146	0.219735797005795	0.355843674821514	0.0628243795400889	0.102361229980948	0.353517127347526	0.196598065802748	0.186126942534661	0.0114431940530155	0.15718864769045	0.262949969773026	0.217233353072453	0.35141581020261	-0.0408252132509027	0.344581036495198	0.113936705155739	0.0782725019280874	0.459574390853947	0.393994682714841	0.327634597894513	0.13088394673121	-0.132240411064641	0.305227277395058
TCGA-BR-4267-01	-0.174492939966207	0.248655776570335	0.210708961537034	0.512197896617893	0.379113712562462	0.0963809976610155	0.185608508551536	0.246521964917107	0.00756750227740779	0.0767949647500377	0.2317396789573	0.13711996697894	0.123465225364248	0.109800565337884	0.136153509296031	0.219348305303121	0.250927460797886	0.388092923598242	-0.134681880123568	0.317620406578784	0.068360904504249	0.0223406889145985	0.383567993834371	0.36047153927089	0.301639431868578	0.11022732394042	-0.0757268938077313	0.280878778915454
TCGA-BR-4279-01	-0.101616149271094	0.287979892953208	0.371993215695059	0.553800671119747	0.453473842751714	0.233249106959217	0.235140178906161	0.320456169121945	0.0966535912775212	0.15749818681443	0.36899196489267	0.211334639904071	0.204665696457981	0.0653046045374658	0.202532273673949	0.256954690310296	0.252525153950127	0.355576737338342	0.0483469375127231	0.396751895496104	0.183090317518853	0.255770107133304	0.450209284840789	0.357868522188054	0.356183680275744	0.18419142845016	0.0114196900679163	0.399923428987547
TCGA-BR-4280-01	-0.171779011014247	0.286602857944067	0.325918763442243	0.471952899147837	0.341784944819217	0.123493424677314	0.181176055868107	0.277490643677533	0.00876812184862405	0.0666963638076709	0.133857588584453	0.108787704976171	0.0956519580346002	0.075471950266383	0.0993015564712848	0.226867555095662	0.195772996558943	0.3778659381885	-0.0444018241619758	0.224109511309018	0.00974371541998692	-0.0781110742964766	0.334352117143076	0.36444341603102	0.272404625032273	0.0559635101148536	-0.154990414696804	0.269300208383929
TCGA-BR-6452-01	-0.12778308125522	0.295234113794626	0.317234494855591	0.503013018770734	0.387340143397527	0.0983122690884526	0.170995554853054	0.272349296007619	0.0229645591369293	0.0623776516382963	0.195479244984898	0.116231789933571	0.161463883512815	0.0342921214368158	0.11030060340539	0.231913697631973	0.205619394523831	0.375577615100759	-0.163733724886891	0.28619449928723	0.0197569804144335	-0.0511169187445692	0.353255643639431	0.376430416584576	0.286986026504491	0.0962605359632834	-0.240567765075723	0.290876793184257
TCGA-BR-6453-01	0.413945557942643	0.293483641520835	0.433849418838489	0.540857699243269	0.357413577123059	0.162937075515233	0.265054848658444	0.354027206758399	0.440690084388196	0.131220628864629	0.245309375442557	0.240037539980643	0.240762084887129	0.0174805918587175	0.0930700382399053	0.231415544194337	0.211931748882299	0.388475971810914	0.0385499752717376	0.279693744615662	0.141905763736449	0.135648424197731	0.480271588704856	0.430612320793382	0.313246135362214	0.164845692741342	-0.138222610689534	0.344541094928141
TCGA-BR-6455-01	-0.0900594366815359	0.346845159598781	0.352504707119396	0.48337276853778	0.320795560725792	0.122419531465151	0.189731777162409	0.277783073257287	0.0294957003878752	0.0996521245614663	0.157492166970435	0.153297064745775	0.10852417309563	-0.0105562435622027	0.142333433393264	0.232899860027584	0.215651692772482	0.335678332828028	-0.104781458683696	0.286149531135167	0.0759620659513649	-0.0302701521698962	0.329314263791746	0.367173970042825	0.265898244096676	0.107059389914802	-0.17640981439899	0.286650603607651
TCGA-BR-6456-01	-0.176820419777415	0.208228937901796	0.248298168321666	0.507243660433904	0.33087578716919	0.0826580332573476	0.155783826038606	0.287914274064836	0.0212878823142758	0.0910968632387489	0.212115967833192	0.151975139479599	0.167315043360811	0.0855609307068209	0.0851536516293894	0.182126912012412	0.201838045024706	0.396961272018748	-0.0494670984139906	0.322826331113885	0.0205545329964299	0.100898217196261	0.359717922936909	0.3509914862147	0.31923535576284	0.144861793300506	-0.223608351942314	0.338223341814269
TCGA-BR-6457-01	0.0768895941871641	0.115726509342896	0.319670246279383	0.537604792128242	0.375236769643475	0.166111633305319	0.204944447953146	0.244672390342327	0.0487674721818196	0.078774214590984	0.162248059473153	0.180293480505834	0.195465262463668	0.0181538844313355	0.120768202847784	0.184042375010575	0.213177111179944	0.382825931464612	-0.0573863694847601	0.293176651881415	0.0651132889976788	0.132341943419989	0.378358496514528	0.3764662529358	0.335768855828125	0.128149882475202	-0.209092288702977	0.351624543285016
TCGA-BR-6458-01	-0.120031716105435	0.280651319494581	0.337752947006689	0.535308968213556	0.366725733276196	0.0975254858048382	0.244706032213172	0.279721276071164	0.0522412606235312	0.0619060068078143	0.240829559249542	0.18131918470828	0.160111462543735	0.0143601538615437	0.1194237030013	0.20462594818669	0.23441638050852	0.377574588444165	-0.114038268820338	0.325671323460674	0.0633970555036896	0.00576313296892563	0.401490692582533	0.361396582496501	0.329447579624588	0.134637688937219	-0.275522200825889	0.320614524728143
TCGA-BR-6563-01	0.215514053882698	0.20577574442585	0.435590702311466	0.554072418336998	0.36570133323921	0.177099153547264	0.260764297118777	0.279347046818546	0.221328162700171	0.10806044328632	0.245733173200845	0.206408657089094	0.21671540477027	0.015523525202828	0.0681142295842929	0.248516105903502	0.237579227247019	0.385640093126916	-0.0139982979301049	0.279466431871249	0.140473601561234	0.112042555519039	0.467884455454522	0.399746508949153	0.354487271719617	0.149752222433225	-0.109548533967445	0.361013976722093
TCGA-BR-6564-01	-0.0754561851178998	0.0325929335211044	0.305160997788467	0.500634900768836	0.31755516682616	0.13788890785608	0.231849192362394	0.21151663011626	0.063160970867399	0.0104431882981667	0.131510004205566	0.137025185470046	0.164278739029649	0.0174096894903896	0.105474433321965	0.197114180745333	0.188877949654246	0.340681782882544	-0.119621613661125	0.268153767701122	0.0734997920529436	0.049924078514955	0.355959406945283	0.352026582466053	0.350044096300909	0.105096701732295	-0.22071493387889	0.331478901491152
TCGA-BR-6565-01	-0.0957884811425453	0.277464493460482	0.344128539010594	0.527385378418061	0.354821393734038	0.112685158649772	0.19073594096818	0.327387120843269	0.0682155365725788	0.133799237936479	0.260950591332043	0.149930849533363	0.155417054113264	-0.0108872301636589	0.105846260215394	0.232641400858982	0.224921300785216	0.384917540395003	-0.124525036006329	0.260378398088641	0.0491287142813898	0.0355188406044047	0.385972353958886	0.396326998238138	0.289676657324495	0.157618258286582	-0.260465866420665	0.318895184012882
TCGA-BR-6566-01	-0.116764044280256	0.267032058477523	0.36777732068036	0.515352505217676	0.368461152381708	0.106257502790617	0.21109907791733	0.350429038230855	0.0219450039302418	0.101450948108785	0.242276088063615	0.164782478415885	0.170284967129527	0.0533319286292317	0.0568903194818776	0.27199733222563	0.212698035515266	0.443336951615399	-0.150222172325508	0.275747665852024	0.113060166132131	0.00436963137225264	0.413546867416378	0.365030752049156	0.301630666520653	0.121040168947358	-0.137632130399452	0.293456616494106
TCGA-BR-6705-01	-0.0923920232278925	0.138317963897375	0.23576272735978	0.507301721537788	0.389434115352091	0.133710433526326	0.223491414181951	0.28847550944686	-0.0414681263162034	0.0982489253014905	0.153352391396409	0.16233495496214	0.179845667607739	-0.0318615119707667	0.114865252104124	0.14247412705608	0.225917835453061	0.359428083955415	-0.057247233084979	0.258307908995138	0.0796692902025152	0.0935470915873446	0.3160089057922	0.356561091025653	0.313463122865823	0.129962374442021	-0.183012962020818	0.351705885790742
TCGA-BR-6707-01	-0.0344515458243779	0.310148896507171	0.475381309392918	0.500150603895743	0.343699402117083	0.120442904318469	0.249396734484153	0.294927220585354	0.0534670375354996	0.0642536621736318	0.166389535734237	0.1394696637841	0.148328392157858	0.0091317366253935	0.11927395901931	0.210732715741061	0.24091762826029	0.356678815617418	-0.150331205006271	0.259885267014794	0.0519903902222297	-0.0402039976484609	0.417064712093507	0.349334499806837	0.288903690210571	0.103354347585114	-0.224783537264682	0.290390707629372
TCGA-BR-6709-01	0.0600382007688303	0.327658809952037	0.443307159036573	0.564987689564752	0.380559040939917	0.143903331216512	0.333582085072296	0.359691799535604	0.150014760168704	0.0822839828253562	0.368385671164627	0.254127420330861	0.221823156727018	-0.0430933252104847	0.121632881746035	0.265048677421653	0.270358118801852	0.320414329909608	-0.0770411496239811	0.299181667324267	0.210761194308232	-0.00300821623685287	0.555079988537338	0.396191411911041	0.348037838238038	0.15127204521175	-0.108415585515702	0.344053014124415
TCGA-BR-6710-01	-0.0909297106860318	0.0253254023064272	0.220223552261831	0.488500904395594	0.306274280739505	0.0875065826144795	0.123986364524454	0.180238460368908	-0.0701185484506836	-0.0777215264076543	-0.0312744760220268	0.103750602586198	0.0944058507541495	0.0259550618369991	0.0517145994350457	0.144353947450081	0.238727641529715	0.364464092122204	-0.079094779514542	0.268877110817401	-0.0708031061248696	-0.00829417232733897	0.22383398067808	0.358870805303997	0.272348676976488	0.0184504581512681	-0.214255110493882	0.308629903890578
TCGA-BR-6801-01	-0.327253393556932	0.0285949225700697	0.141804725700192	0.47264672320968	0.282594261409184	0.0871449302233238	0.0349406260839883	0.257240188609128	-0.152565937480157	0.0735871827353027	0.108390514713615	0.105115102312775	0.102431073561951	0.00963552912871049	0.00398833745854037	0.16941053108156	0.208568701957536	0.403749049741883	-0.16516411092612	0.262116903837924	-0.0415047219285827	-0.117838711833889	0.247069856880595	0.392617376097426	0.276595841125808	0.0787004845112888	-0.169806521793603	0.326318978855105
TCGA-BR-6802-01	-0.0266969678384819	0.348386578329207	0.428416943026961	0.5250259609459	0.376162540424905	0.0880856830564061	0.279227866128117	0.247837470647921	0.114978921943147	0.0589251854949942	0.133334484739984	0.12490949373933	0.190139972349674	0.114572014029753	0.136556067890633	0.297141509134585	0.207621532762209	0.400478337683306	-0.0984683200617936	0.268906982549912	0.0551910380982121	-0.0253320467446472	0.388327540310326	0.385707231717364	0.317757202506818	0.123676983658781	-0.113024722874275	0.313412029004127
TCGA-BR-6803-01	0.0414168932166842	0.162059141556614	0.347961513630848	0.528251745682707	0.375357859574675	0.155104971206958	0.203891240807029	0.207267846492462	0.0868208326287955	0.0371193067736377	0.132663065162378	0.155543696336112	0.180768819765625	-0.00350899845042247	0.131092396778409	0.180483412299628	0.173150363224233	0.369529775047328	-0.115443119835481	0.272011131857994	0.0489180738714546	0.0540079418946533	0.361188102345911	0.364319111924094	0.325912738208992	0.118131246346661	-0.264281532277481	0.330029553302737
TCGA-BR-6852-01	-0.00326613274084852	0.340803707124284	0.47872721122544	0.582251075339634	0.4098685677678	0.155181087239149	0.338225331783432	0.32476877725433	0.134704824104523	0.108211231881691	0.264628471028158	0.198171650643976	0.220979560649133	0.0572385905441655	0.11066348956971	0.262458986310311	0.211213025480646	0.390452075697483	-0.139667779380897	0.285532761101035	0.0726894887805714	0.0139631288325567	0.492034838740412	0.395352387889221	0.343455291769906	0.17451055931482	-0.159974543169157	0.30959053253459
TCGA-BR-7196-01	0.0157935971974255	0.290011060937319	0.346336428982679	0.507827748724265	0.384542226163022	0.178844651514726	0.273945716727527	0.260147133706394	0.102623850765454	0.0690017921901948	0.182331648394469	0.164126965396692	0.179959579357033	-0.0337888121791553	0.130017551428009	0.217404509280857	0.204735787180428	0.313916632661455	-0.0164193548238698	0.303066166722975	0.0678265537007949	0.0715124192390034	0.443570756816633	0.375532300692208	0.347725432133146	0.145986488573416	-0.212278807281139	0.352100195006213
TCGA-BR-7197-01	-0.263088262805256	0.0941261789388691	0.0703677493808357	0.481391554045252	0.273510492949138	0.0676088455438726	-0.0104167885877705	0.203334025791292	-0.170989012840997	0.0378184266183619	-0.0606748014922498	0.0866646878440169	0.0773417905767232	-0.056513980217409	0.0240940495416313	0.114208855329337	0.220139695718164	0.405685153252496	-0.186643742511756	0.330930323689036	-0.0720220812830185	-0.182498866167562	0.0450655052673826	0.352045465877736	0.226163175854756	0.0414251334975266	-0.236684444999223	0.325442399767148
TCGA-BR-7704-01	0.00151524207356839	0.287616502134396	0.463184801380464	0.54019696243397	0.290163127269523	0.0801603426699064	0.196340803205679	0.24749140909968	0.0935431427669922	0.076702568528178	0.187623979484454	0.179957572665279	0.183077559172832	0.0795691231351212	0.0827351337126151	0.236972228616798	0.21676013667436	0.396052542846622	-0.157399618821532	0.262073335026103	0.0232167925054377	-0.0733459655676843	0.418543805830546	0.472050012886207	0.306310025179006	0.125183682022594	-0.244099543774717	0.316436333598376
TCGA-BR-7707-01	-0.211823915103368	0.300102459000249	0.324551146810579	0.486750625952599	0.345142572701648	0.12493638068625	0.188012378434295	0.31001657446109	-0.0483742377155479	0.064533607525241	0.114820668915451	0.0919532203811065	0.151936157852591	0.0556076465871833	0.18032594617512	0.230457029842926	0.200880650041523	0.344640898394236	-0.150384389983785	0.276595671194322	0.0362456949738421	-0.0376746684786447	0.317332230188789	0.356224320858653	0.281527080507747	0.122979618775916	-0.119667817490394	0.283566692661647
TCGA-BR-7715-01	-0.283719608708996	0.137513853574786	0.149622243006475	0.464013769868257	0.332219839540629	0.116976100829373	-0.0112302647502019	0.208224205760896	-0.145231681989645	0.0916406174430236	0.103756813613961	0.102842618330982	0.0904378254336967	-0.106257619128977	0.115073716674723	0.120690265025466	0.249689302904858	0.390029585821336	-0.0710527731719444	0.286791312108584	-0.0610784152754396	-0.0406503739029584	0.210848968362629	0.347025497485721	0.233121557212057	0.0976359709889181	-0.251922708583887	0.322018870764427
TCGA-BR-7716-01	-0.054895184715864	0.235683645770472	0.368867950528521	0.527407451366352	0.326044023520983	0.101363894236086	0.19302231600399	0.323551650567508	0.0819716013755626	0.0890055057041444	0.229029708214982	0.216425801707624	0.15861434472194	0.0117766138406764	0.0349197323518109	0.263347657511526	0.203093362520305	0.394168835238943	-0.112400618086808	0.281502230027523	0.0568147444148068	0.013857401322996	0.418398472965443	0.39502887496041	0.285175621740082	0.11789016274095	-0.151157547023798	0.339960399882702
TCGA-BR-7717-01	-0.122379567650468	0.201715071316595	0.21054264304613	0.480159591412612	0.361491391276199	0.100885580421302	0.105998337971903	0.2505794241463	-0.0434790592110891	0.0627945403280713	0.0370843771691503	0.114041670480725	0.124531811777557	0.0363183325730651	0.121519074711717	0.145500110942478	0.211870309795754	0.388221612426722	-0.09646486186726	0.275627182517856	-0.0182928851154946	-0.0449850919170277	0.251240309080923	0.356328868026883	0.267478648848404	0.113005484674526	-0.223434372681357	0.272252684681618
TCGA-BR-7722-01	-0.150689715549849	0.0933988614132107	0.218548787838567	0.499039736980623	0.314689078292218	0.0815416072027361	0.182403946219766	0.240680313392317	-0.0174299358334719	-0.0360603673154652	0.0541509946077535	0.0866870117723244	0.113636456024721	0.146441937819194	0.0465316320797622	0.21758279430285	0.228856750657194	0.397889164463266	-0.0522767972003342	0.289467682257998	0.0434957788860891	0.0264621982911762	0.279337025768227	0.336242924438534	0.297287419742348	0.0877628345498835	-0.247784197436484	0.32347049962296
TCGA-BR-7723-01	-0.110053265092026	0.258286853205018	0.288130818448457	0.468443801002291	0.303961954633493	0.0930667451078354	0.122854383393369	0.256341727550094	0.0114454465542724	0.120784224242675	0.237034140078366	0.157363776037032	0.0867232299290262	-0.132549756163979	0.0518212296179871	0.156878993267637	0.22972531388183	0.316019064700459	-0.112866685588205	0.253503335741136	0.00487749320169704	-0.0168448925765247	0.342287691131616	0.383223693381987	0.232825471159782	0.114084716605658	-0.294071699421061	0.294542201135352
TCGA-BR-7851-01	-0.100223409529425	0.289206238977311	0.266605270875994	0.49434680900694	0.428062991997622	0.118145783493858	0.149935860809001	0.313313928798088	0.0430161556435709	0.111180827694927	0.187645481156701	0.100074578964587	0.14132111473231	-0.0319816762058412	0.0658537647532893	0.185341502812236	0.202103375113526	0.404522998252295	-0.138162742634302	0.252441459930673	0.0143613612455104	-0.0308985273599613	0.34441237333786	0.364682096006483	0.28885784787274	0.107877906404322	-0.189143708537238	0.313678666977081
