Tag	T cells	CD8 T cells	Cytotoxic lymphocytes	B lineage	NK cells	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA-CD-A487-01	1.2684008534186	1.10185267860463	0.666219372918921	0.741209839803767	0.211351772235032	1.88333711336572	0.669351772644231	2.45129389031943	2.54447951178196	7.57332676399165
TCGA-CD-A489-01	2.25566188149672	2.69277127481041	1.36584573083083	3.42546154317137	0.352597497903555	2.91324101187022	1.79246512850431	1.71199995952828	2.87245083867187	7.90901938932162
TCGA-CD-A48A-01	1.29878079264297	1.22912786282077	0.917396397450065	1.10527667475889	0.481031298349425	2.65115607544393	1.01870560004958	1.55668571586994	1.80812270364217	5.80874459389753
TCGA-CD-A48C-01	1.41510164059262	2.64989948821252	0.890986002319506	1.22150959054675	0.227752228632461	2.85391342284005	1.23687613304732	1.38812595375795	2.23391906125201	6.89599614509328
TCGA-CD-A4MG-01	1.35781628258731	0.769640904720699	1.10794204979577	2.59671163719578	0.25578564513556	2.90512317361717	0.923257717991459	1.35129985428258	2.36792616321057	6.90817034969311
TCGA-CD-A4MH-01	1.72834634790029	2.49301435063544	0.733838932969894	1.56174037611749	0.234330089336929	2.50614390626787	1.74447708045467	2.18684267894669	1.94191312683064	5.77527070950757
TCGA-CG-4301-01	2.2512685757562	0.94793944656169	1.11041172465689	1.46893516328442	0.317292879501132	4.28648287765313	2.05788169595207	2.42819273189094	3.38595076645677	7.06867354500061
TCGA-CG-4305-01	3.00925742783625	3.12259756050146	2.46971516941641	2.24882644914917	1.13905268158027	4.43083173500812	2.22732529682387	2.25621820420985	2.66434014046528	7.26722665835125
TCGA-CG-4306-01	2.32300483019863	1.85037605760049	1.7102949974376	2.20471695587709	0.47500913733449	3.39046205230434	1.97371313470728	2.56648471893777	2.64497364570486	7.17637283220679
TCGA-CG-4436-01	1.69789718453313	2.36435946941459	0.620682032779951	0.596523877436598	0.15572615588064	2.47776374766444	0.987346819727847	2.73084971531608	2.05095645001875	4.86718019070492
TCGA-CG-4437-01	2.25530790551561	2.71642851984658	1.80093153757671	2.4931799357064	0.48250308396708	3.70298343848627	1.14027554728292	2.21432880651911	2.54835004718124	7.25198139507403
TCGA-CG-4438-01	2.84010962921768	2.45028039418112	2.13772341998773	1.05519958884035	0.789425842794051	4.29715036841778	1.61935326804305	1.93346123177385	2.23592664371621	6.27468459684132
TCGA-CG-4440-01	1.2044961816185	2.29503201105884	1.12242923143873	0.739882845675012	0.561141042978787	3.65183251187028	1.18893462921413	2.44717802088664	2.41924380308119	6.2044362528384
TCGA-CG-4441-01	1.69233093843167	1.42963430887842	1.63091227736364	1.09829801309394	0.615267098283447	3.70990284835657	0.879786064834839	2.78521165524897	3.03241843921404	7.5824112846264
TCGA-CG-4443-01	1.5030181941694	0.203288925764376	0.344996540796548	0.189163701782386	0.260905787829065	2.30506612805062	0.628152711869189	1.76926513973652	2.92188677629535	4.94431480264632
TCGA-CG-4444-01	2.24063859790478	1.39504784604861	1.47193456309617	2.62133933450906	0.712464891736391	3.71794207379426	1.69551394966664	2.3818834665336	3.02737866433866	6.5291456758843
TCGA-CG-4460-01	1.84890442518164	3.19720839440781	1.34317719831304	1.85760453870773	0.418937045431705	3.14442905748135	1.31802032595839	1.94638836044569	2.76768285400792	6.07788946263579
TCGA-CG-4465-01	1.87653108253426	1.09156413002187	1.56688783474941	0.829256143052519	0.659510287281035	4.39655712631391	1.53425458006266	2.53144960554574	2.65928401836574	7.05113339108439
TCGA-CG-4466-01	1.35421409501724	0.617496899697917	1.08577996926759	0.557054923617043	0.346211864396902	2.16102975737872	0.669612961311074	2.15635423538038	2.1821097254702	4.62316860412585
TCGA-CG-4469-01	1.78508285593929	0.549681754895114	0.829527610407667	0.615201141154137	0.592700331531782	3.87918111795622	1.31769478554432	2.54060923934746	2.6702708483087	5.47856640750737
TCGA-CG-4475-01	1.64707881452502	0.551777835774955	0.908646401135903	0.83918409560202	0.257866927003384	3.54529460148945	1.31258307436429	2.95408313532621	3.93013723292359	7.9931060619707
TCGA-CG-4477-01	3.67303700857156	2.67321371973404	2.17983732182188	2.58883590413344	0.971272654300316	4.13970309853699	2.57525867586313	2.85719776257869	3.03207430390727	6.41101790899499
TCGA-CG-5717-01	3.05322729180848	2.47440844956302	1.48402231463682	3.30717614911331	0.518620814357831	3.11543856082024	2.66981310250568	2.67303013911166	3.23324128610264	5.93344103442878
TCGA-CG-5718-01	1.98870226738262	1.54690630201812	1.21827041396415	1.32345334383185	0.315754485092575	3.03714861145733	0.996432050912728	2.45058033036426	2.76806257588774	6.05131319249566
TCGA-CG-5719-01	1.76773192896637	1.19088375133745	1.11756355678944	1.08385374822492	0.406302422116241	3.23323834260972	1.73480987045935	2.41395675147857	3.70962238460529	8.51973090342155
TCGA-CG-5720-01	2.13311717982026	2.05509430888534	1.22051179965439	2.04181051048993	0.685143965984995	3.32225220177685	1.53387963989283	2.56746640685291	3.18752679598803	6.85953992564144
TCGA-CG-5721-01	3.41995395746286	4.14097291859365	3.04761194382815	2.40050654289465	0.893368618556158	4.31359995077576	2.44498806749167	1.73107095712994	2.41916806969067	6.68497329289226
TCGA-CG-5722-01	3.58404342803206	4.21060059033404	2.74456163058643	3.94875324259112	1.6168892521455	3.48376975024716	2.74178807017903	1.65395286242804	3.21131407084465	6.23449287881842
TCGA-CG-5723-01	2.32507963637756	3.54810290387053	1.96425088173923	1.7246912413454	0.686601996556882	3.49892991997887	1.91921981712192	2.01222536619028	2.19884332847203	6.38533735296237
TCGA-CG-5724-01	1.44786731894262	1.69037288072865	1.03687575985422	1.05637138689746	0.353942239294909	2.96647143639136	0.892435238707226	2.04587384427149	2.28034111905331	7.13051000357602
