"GSM1523922",1
"GSM1523923",1
"GSM1523924",2
"GSM1523925",1
"GSM1523926",1
"GSM1523927",1
"GSM1523928",1
"GSM1523929",1
"GSM1523930",2
"GSM1523931",2
"GSM1523932",1
"GSM1523933",1
"GSM1523934",1
"GSM1523935",2
"GSM1523936",2
"GSM1523937",1
"GSM1523938",2
"GSM1523939",2
"GSM1523940",1
"GSM1523941",1
"GSM1523942",1
"GSM1523943",1
"GSM1523944",1
"GSM1523945",2
"GSM1523946",1
"GSM1523947",1
"GSM1523948",2
"GSM1523949",2
"GSM1523950",1
"GSM1523951",2
"GSM1523952",2
"GSM1523953",1
"GSM1523954",1
"GSM1523955",2
"GSM1523956",1
"GSM1523957",1
"GSM1523958",2
"GSM1523959",1
"GSM1523960",1
"GSM1523961",1
"GSM1523962",2
"GSM1523963",2
"GSM1523964",1
"GSM1523965",2
"GSM1523966",1
"GSM1523967",2
"GSM1523968",2
"GSM1523969",2
"GSM1523970",1
"GSM1523971",2
"GSM1523972",1
"GSM1523973",1
"GSM1523974",1
"GSM1523975",2
"GSM1523976",1
"GSM1523977",2
"GSM1523978",1
"GSM1523979",1
"GSM1523980",2
"GSM1523981",2
"GSM1523982",2
"GSM1523983",1
"GSM1523984",1
"GSM1523985",2
"GSM1523986",2
"GSM1523987",2
"GSM1523988",2
"GSM1523989",2
"GSM1523990",2
"GSM1523991",2
"GSM1523992",1
"GSM1523993",2
"GSM1523994",1
"GSM1523995",1
"GSM1523996",2
"GSM1523997",1
"GSM1523998",1
"GSM1523999",1
"GSM1524000",2
"GSM1524001",1
"GSM1524002",1
"GSM1524003",1
"GSM1524004",2
"GSM1524005",1
"GSM1524006",2
"GSM1524007",1
"GSM1524008",1
"GSM1524009",2
"GSM1524010",2
"GSM1524011",1
"GSM1524012",1
"GSM1524013",1
"GSM1524014",1
"GSM1524015",1
"GSM1524016",2
"GSM1524017",1
"GSM1524018",1
"GSM1524019",2
"GSM1524020",2
"GSM1524021",2
"GSM1524022",2
"GSM1524023",1
"GSM1524024",2
"GSM1524025",1
"GSM1524026",2
"GSM1524027",1
"GSM1524028",1
"GSM1524029",2
"GSM1524030",2
"GSM1524031",1
"GSM1524032",1
"GSM1524033",2
"GSM1524034",2
"GSM1524035",2
"GSM1524036",1
"GSM1524037",2
"GSM1524038",1
"GSM1524039",2
"GSM1524040",2
"GSM1524041",1
"GSM1524042",1
"GSM1524043",2
"GSM1524044",2
"GSM1524045",1
"GSM1524046",2
"GSM1524047",1
"GSM1524048",1
"GSM1524049",1
"GSM1524050",1
"GSM1524051",1
"GSM1524052",2
"GSM1524053",1
"GSM1524054",1
"GSM1524055",2
"GSM1524056",1
"GSM1524057",2
"GSM1524058",2
"GSM1524059",2
"GSM1524060",1
"GSM1524061",1
"GSM1524062",2
"GSM1524068",1
"GSM1524069",1
"GSM1524070",1
"GSM1524071",1
"GSM1524072",2
