"GSM1523874",4
"GSM1523875",1
"GSM1523876",3
"GSM1523877",1
"GSM1523878",8
"GSM1523879",1
"GSM1523880",3
"GSM1523881",2
"GSM1523882",1
"GSM1523883",1
"GSM1523884",7
"GSM1523885",2
"GSM1523886",4
"GSM1523887",1
"GSM1523888",2
"GSM1523889",3
"GSM1523890",7
"GSM1523891",4
"GSM1523892",8
"GSM1523893",1
"GSM1523894",1
"GSM1523895",1
"GSM1523896",8
"GSM1523897",1
"GSM1523898",1
"GSM1523899",1
"GSM1523901",2
"GSM1523903",2
"GSM1523904",7
"GSM1523905",3
"GSM1523906",8
"GSM1523908",9
"GSM1523909",2
"GSM1523910",1
"GSM1523911",2
"GSM1523918",4
"GSM1523919",3
"GSM1523920",7
"GSM1523921",2
"GSM1523922",2
"GSM1523923",3
"GSM1523924",7
"GSM1523925",5
"GSM1523926",1
"GSM1523927",3
"GSM1523928",1
"GSM1523929",1
"GSM1523930",4
"GSM1523931",7
"GSM1523932",1
"GSM1523933",1
"GSM1523934",1
"GSM1523935",4
"GSM1523936",7
"GSM1523937",1
"GSM1523938",4
"GSM1523939",4
"GSM1523940",1
"GSM1523941",5
"GSM1523942",1
"GSM1523943",9
"GSM1523944",6
"GSM1523945",4
"GSM1523946",6
"GSM1523947",1
"GSM1523948",4
"GSM1523949",4
"GSM1523950",1
"GSM1523951",8
"GSM1523952",7
"GSM1523953",1
"GSM1523954",1
"GSM1523955",4
"GSM1523956",6
"GSM1523957",1
"GSM1523958",8
"GSM1523959",1
"GSM1523960",1
"GSM1523961",1
"GSM1523962",4
"GSM1523963",7
"GSM1523964",1
"GSM1523965",4
"GSM1523966",3
"GSM1523967",7
"GSM1523968",4
"GSM1523969",4
"GSM1523970",1
"GSM1523971",4
"GSM1523972",1
"GSM1523973",3
"GSM1523974",1
"GSM1523975",8
"GSM1523976",3
"GSM1523977",5
"GSM1523978",1
"GSM1523979",2
"GSM1523980",4
"GSM1523981",4
"GSM1523982",4
"GSM1523983",2
"GSM1523984",10
"GSM1523985",8
"GSM1523986",7
"GSM1523987",7
"GSM1523988",4
"GSM1523989",4
"GSM1523990",4
"GSM1523991",4
"GSM1523992",3
"GSM1523993",8
"GSM1523994",3
"GSM1523995",1
"GSM1523996",7
"GSM1523997",1
"GSM1523998",1
"GSM1523999",1
"GSM1524000",4
"GSM1524001",5
"GSM1524002",1
"GSM1524003",1
"GSM1524004",7
"GSM1524005",3
"GSM1524006",4
"GSM1524007",9
"GSM1524008",1
"GSM1524009",4
"GSM1524010",4
"GSM1524011",1
"GSM1524012",6
"GSM1524013",6
"GSM1524014",1
"GSM1524015",5
"GSM1524016",7
"GSM1524017",3
"GSM1524018",1
"GSM1524019",4
"GSM1524020",7
"GSM1524021",4
"GSM1524022",4
"GSM1524023",6
"GSM1524024",4
"GSM1524025",2
"GSM1524026",4
"GSM1524027",3
"GSM1524028",3
"GSM1524029",4
"GSM1524030",4
"GSM1524031",1
"GSM1524032",2
"GSM1524033",8
"GSM1524034",7
"GSM1524035",4
"GSM1524036",1
"GSM1524037",4
"GSM1524038",9
"GSM1524039",4
"GSM1524040",8
"GSM1524041",2
"GSM1524042",6
"GSM1524043",8
"GSM1524044",4
"GSM1524045",1
"GSM1524046",4
"GSM1524047",3
"GSM1524048",2
"GSM1524049",2
"GSM1524050",1
"GSM1524051",3
"GSM1524052",4
"GSM1524053",1
"GSM1524054",1
"GSM1524055",4
"GSM1524056",1
"GSM1524057",4
"GSM1524058",4
"GSM1524059",4
"GSM1524060",1
"GSM1524061",1
"GSM1524062",4
"GSM1524068",1
"GSM1524069",1
"GSM1524070",3
"GSM1524071",1
"GSM1524072",7
